subscription_id,customer_id,subscription_status,contract_start_date,contract_end_date,inspection_fee_end_date,cancel_at,cancel_at_date,cancel_at_period_end,schedule_id,schedule_status,schedule_end_behavior,schedule_phase_count,schedule_last_phase_end,schedule_phases,all_schedule_phase_items_same,all_phase_business_settings_same,phase_business_differences,action,safe_to_apply,reason,error
sub_1TJFgKE2kujhweZxUB5IVASp,cus_UHpKEl3wGCxKiB,active,2026-04-06,2076-04-06,2029-04-06,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1TJFLeE2kujhweZxn3YWF5by,cus_UHozEVl4CHzIn5,active,2026-04-06,2076-04-06,2029-04-06,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1THT3BE2kujhweZxmG1fUnwE,cus_UFyzDrjrZhlFd0,active,2026-04-01,2076-04-01,2029-04-01,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1THSv0E2kujhweZxBtf4LH9I,cus_UFyshW0jgXwq4n,active,2026-04-01,2076-04-01,2029-04-01,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1THSg9E2kujhweZxewKxJlJx,cus_UFybP5ASPM3jIj,active,2026-04-01,2076-04-01,2029-04-01,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1THSSSE2kujhweZxUBGhWxBh,cus_UFyO7V9rAB9RW8,active,2026-04-01,2076-04-01,2029-04-01,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7MpmE2kujhweZxf13at00q,cus_U5Xvh0l6CkPVYn,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7MlSE2kujhweZxK2yoc9cq,cus_U5Xr6f64yvPedC,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7Md8E2kujhweZxNi8DV9Bl,cus_U5XiAcxxUmTDNP,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7MNXE2kujhweZxuVGL1wZi,cus_U5XSeZo2Bt7HGF,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7MGhE2kujhweZxhYTw8Tnk,cus_U5XL5rC9zfLeoq,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7M7IE2kujhweZxgGYLF34D,cus_U5XBcUhMoRFR9F,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7M2FE2kujhweZx7vmqAo34,cus_U5X6r3eutzFpad,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7Lv7E2kujhweZx9HxFLoPM,cus_U5WyLs5f0gV5x3,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T7LpkE2kujhweZx7cMIWtoe,cus_U5WtwHgFoVdrMT,active,2026-03-04,2076-03-04,2029-03-04,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T6afME2kujhweZxHIf3taWd,cus_U4k9bqslu8OwCN,active,2026-03-02,2076-03-02,2029-03-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T6aYoE2kujhweZxwDzespw5,cus_U4k2Gq3nqLjFoi,active,2026-03-02,2076-03-02,2029-03-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T6aH4E2kujhweZx34eS9wNk,cus_U4jkjAEDU7aPx6,active,2026-03-02,2076-03-02,2029-03-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T5XvrE2kujhweZxUPALA1p4,cus_U3fGw5irS6rEMT,active,2026-02-27,2076-02-27,2029-02-27,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T5WsOE2kujhweZxftJWp1is,cus_U3eALIfadsDEwc,active,2026-02-27,2076-02-27,2029-02-27,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T5WiDE2kujhweZxF37mGTiL,cus_U3dz6fux58NBVv,active,2026-02-27,2076-02-27,2029-02-27,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1T5VobE2kujhweZxMIukrY2R,cus_U3d4eSQdBztBum,active,2026-02-27,2076-02-27,2029-02-27,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyzuoE2kujhweZxG043LCs3,cus_Twti18y39aowVc,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyzqkE2kujhweZxBd3LjGdn,cus_Twtd81CgCgF14X,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyyG3E2kujhweZxwMyyJinB,cus_Twrweb8U5jb5KL,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyxmuE2kujhweZx3BNJFVO2,cus_TwrVcFkCAQzRY1,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyxZIE2kujhweZxKgkxdNcJ,cus_TwrHtvk6VT9mxr,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyxM0E2kujhweZxlJMs13gR,cus_Twr4dZHq4E8eDn,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SyxHeE2kujhweZxGcDxmbUL,cus_TwqzpfY9TP06Tn,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SywvWE2kujhweZxTW4viwgO,cus_TwqcjDB8NFH7bG,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Sywo6E2kujhweZxUzNKdLdV,cus_TwqVXDVtlqwqPZ,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SywhWE2kujhweZxQqvTQ3Vc,cus_TwqOMQmH37KYmP,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SywTKE2kujhweZx0MSIqGcB,cus_Twq9JpfSDQUuXc,active,2026-02-09,2076-02-09,2029-02-09,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SxubxE2kujhweZxOOIhX7hE,cus_TvmAemcZu5H42G,active,2026-02-06,2076-02-06,2029-02-06,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SxuJlE2kujhweZx2VbtYj3b,cus_TvlrTi4yyyqAy1,active,2026-02-06,2076-02-06,2029-02-06,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SxtvME2kujhweZxVfE432dy,cus_TvlSQpGCuhXX3g,active,2026-02-06,2076-02-06,2029-02-06,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Swl6JE2kujhweZx2nkjDkws,cus_TuaGWU67FnhNLF,active,2026-02-03,2076-02-03,2029-02-03,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SwTYsE2kujhweZxBm0nviF4,cus_TuI8H704b9IO8i,active,2026-02-02,2076-02-02,2029-02-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SwShYE2kujhweZx9G1w62fS,cus_TuHFXfBTj2hk6r,active,2026-02-02,2076-02-02,2029-02-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SwSRVE2kujhweZxn1HK1ah9,cus_TuGzWs5sI2eAKT,active,2026-02-02,2076-02-02,2029-02-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SwSEvE2kujhweZxdENpmBN5,cus_TuGmeHGqc441FO,active,2026-02-02,2076-02-02,2029-02-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SwRxcE2kujhweZxCMQasOE7,cus_TuGSMus9JCmxMq,active,2026-02-02,2076-02-02,2029-02-02,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SpEOoE2kujhweZxLEBVV9YU,cus_TmnynrhqLRqOMN,active,2026-01-13,2076-01-13,2029-01-13,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Sor3WE2kujhweZxldsAhyrP,cus_TmPt2iVHu6nPCA,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SoqtqE2kujhweZxECHrtg4K,cus_TmPjEcqWY0tSJD,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SoqjHE2kujhweZx1vZdge74,cus_TmPYAO2n1q2ol5,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SoqZnE2kujhweZx0qtDLzTv,cus_TmPOlGSaycn08p,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SoqQTE2kujhweZxi80wZAJX,cus_TmPEaAN68nn9R7,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SooTNE2kujhweZxhvsorm08,cus_TmNDIxw1cgtczI,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SontQE2kujhweZxnyRvsGB1,cus_TmMc4dkZpMwCxo,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SonlfE2kujhweZx9K408SKF,cus_TmMU2ydVnzgyli,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SoneAE2kujhweZxk67JNvlQ,cus_TmMM7mAcIQZF0c,active,2026-01-12,2076-01-12,2029-01-12,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ShucwE2kujhweZx9prlUW88,cus_TfF7SBDHcZOy9l,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ShuQpE2kujhweZxpPBWL9Sp,cus_TfEu3iFRoaAAj4,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ShuAyE2kujhweZx11pdapaC,cus_TfEeJhJmv0HRYr,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Shu5sE2kujhweZxrk3pO4qZ,cus_TfEYTG965hoFyW,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ShtzDE2kujhweZxGRVWnyl2,cus_TfESmGy5wYfiBg,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ShtpvE2kujhweZxdXuO8cv0,cus_TfEIpSPG4v1x6x,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Shtb7E2kujhweZxMyK7WMon,cus_TfE2XAZf2j9pgh,active,2025-12-24,2075-12-24,2028-12-24,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1Sfmv6E2kujhweZxQfazFiOy,cus_QcQ74a9nR8owLz,active,2024-08-07,2074-08-07,2027-08-07,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1ScBMkE2kujhweZxuAW64dJT,cus_TZK0xxwHGhbIpv,active,2025-12-08,2075-12-08,2028-12-08,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
sub_1SZZiAE2kujhweZxAyRUYadT,cus_TWcx79v3LYXLQ9,active,2025-12-01,2075-12-01,2028-12-01,,,False,,,,0,,[],False,False,[],already_forever,True,"Subscription has no cancel_at, cancel_at_period_end is false, and no schedule is attached.",
